Building Name,Building Type,Latitude,Longitude,Connected Nodes
Carson Gulley Center,B;,43.07713381,-89.41135673,38953113-1;38953113-2;38953113-3;38953113-4;440424677-1;440424677-2;295042225-1;295042225-2;295042216-1;295042216-2;295042216-3;295042216-4;295042216-5;295042216-6;295042216-7;295042216-8;295042216-9;295042216-10;295042233-2;295042233-3;295042233-4;295042233-5;295042233-6;440424667-1;440424667-2;440424671-1;440424669-1;440424669-2;440424668-1;440424668-2;440424682-1;440424682-2;440424682-3;402057761-1;402057761-2;402057761-3;402057761-4;295042221-1;295042221-2;440424673-1;440424673-2;295042230-1;295042230-2;295042230-3;295042230-4;295042231-1;295042231-2;295042231-3;295042231-4;295042231-5;38226221-11;38226221-12;299177061-1;299177061-2;299177061-3;37965213-4;37965213-5;37965213-6;37965213-7;37965213-8;440424676-1;440424676-2;299177079-2;299177079-3;299177060-1;299177060-2;299177060-3;299177060-4;299177060-28;299177060-29;299177060-30;299177060-31;299177075-1;299177075-2;299177075-3
King Hall,B;,43.07636317,-89.41089968,295598116-1;295598116-15;295598116-16;295598116-17;295598116-18;38953070-1;38953070-2;6590885-5;6590885-6;6590885-7;6590885-8;6590885-9;6590885-10;6590885-11;6590885-12;6590885-13;6590885-14;6590885-15;38953066-3;38953066-4;38953066-5;38953066-6;38953066-7;38953066-8;38953066-9;38953066-10;38953066-11;38953067-1;38953067-2;295598113-1;295598113-2;295598113-3;295598113-4;295042226-12;295042226-13;295042226-14;295042226-15;295042226-16;295042226-17;295042226-18;295042226-19;295042226-20;878639261-1;878639261-2;385380001-1;385380001-2;385380001-3;402057759-2;655399903-4;655399903-5;589676928-5;589676928-6;589676928-7;589676928-8;38226221-13;38226221-14;385381130-17;385381130-18;385381130-19;385381130-20
Nutritional Sciences,B;,43.07481904,-89.40908444,265146774-2;265146774-3;265146774-4;265146774-5;295173806-1;6784613-3;385380032-4;39015629-1;39015629-2;39015629-3;39015629-4;39015629-5;39015629-6;39015629-7;305439325-3;305439325-4;305439325-5;305439325-6;305439325-7;305439325-8;305439325-9;385380054-1;385380054-2
William S. Middleton Office Building,B;,43.07476202,-89.40825184,295320029-1;295320029-2;295320004-1;295320004-2;39015633-1;39015633-2;39015633-3;295598115-1;295598115-2;295598115-3;39015629-3;39015629-4;39015629-5;39015629-6;39015629-7;6668763-16;305439325-7;305439325-8;305439325-9;305439325-10;305439325-11;385380054-3;385380054-4
Nancy Nicholas Hall,B;,43.07571139,-89.40868632,295173811-4;295173811-5;305438430-5;305438430-6;305438430-7;305438430-8;305438430-9;305438430-10;193574313-7;193574313-8;403184158-1;403184158-2;38953080-1;38953080-2;38953090-1;38953090-2;38953090-3;38953086-11;38953086-12
Bardeen Medical Laboratories,B;,43.07480096,-89.40702396,39015625-1;6668763-18;6668763-19;295598117-1;295598117-2;39015634-1;39015634-2;39015635-1;39015635-2;39015635-3;385380026-2;385380026-3;385380026-4;382670808-1
Van Hise Hall,B;,43.07563701,-89.40678894,38953098-4;38953098-5;38953098-6;38953098-7;38953098-8;38953098-9;38953098-10;38953098-11;38953097-4;295598110-1;295598110-2;295598110-3;295598119-4;295598119-5;295598119-6;295598119-7;295598119-8;295598119-9;295598109-1;295598109-2;163537202-9;163537202-10;163537202-11;163537202-12;37751609-8;37751609-9;37751609-10
Washburn Observatory,B;,43.07616056,-89.40893104,38953078-1;38953090-1;38953090-2;38953090-3;38953090-4;38953090-5;38953090-6;38953090-7;38953090-8;38953090-9;295768831-1;295768831-2;316749816-1;316749816-2;316749817-1;316749817-2;295768833-1;295768833-2;38953089-1;38953089-2;385381130-6;385381130-7;385381130-8;385381130-9;385381130-10;295768834-1;295768834-2;589676925-3;589676925-4;295768832-1;295768832-2;38953086-10;38953086-11;38953086-12;38953086-13;38953086-14;38953086-15;38953086-16;38953086-17;38953086-18;38953086-19;175129205-4;175129205-5;175129205-6
Robert M. Lafollette School of Public Affairs,B;E;,43.07623764,-89.40763567,38226221-31;38226221-32;38226221-33;38953085-2;38953098-1;38953098-2;38953098-3;38953099-21;38953099-22;385381130-1;385381130-2;385381130-3;38953086-1;38953086-2;38953086-3;38953086-4;38953086-5;38953086-6;38953086-7;175129205-1;295768844-1;295768844-2;295768844-3;565609915-1;565609915-2;565609915-3;565609915-4;38953094-1;38953094-2;38953094-3;38953094-4;38953094-5;38953094-6;38953094-7;385381142-1;385381142-2;385381142-3;589676927-1;175129210-1;175129210-2;38953097-1;38953097-2;38953097-3;323556068-13;323556068-14;323556068-15;323556068-16;323556068-17
Waters Residence Hall,B;,43.07694106,-89.4069938,Observatory & Liz Waters (WB);38226221-34;295042227-18;295042227-19;295042227-20;295042227-21;295042227-22;323556068-11;323556068-12;456466198-1;456466198-2;456466201-1;456466201-2;402057760-1;402057760-2;456466202-1;456466202-2;456466200-1;456466200-2;456466199-1;456466199-2;385381141-1;295768837-1;316749812-1;316749812-2;295768843-1;295768843-2;295768843-3;295768843-4;316749811-1;316749811-2;295768828-11;295768828-12;295768828-13;295768828-14;295768828-15;295768840-1;295768840-2;299401450-3;570104690-1;570104690-2;295768836-1;295768836-2;456466197-1;456466197-2;456466196-1;456466196-2;456466195-1;456466195-2;456466194-1;456466194-2;570104695-1;570104695-2;570104695-3;570104698-1;570104698-2;570104697-1;570104697-2;299401449-1;299401449-2;299401455-1;299401455-2;570104692-1;570104692-2;570104692-3;382193886-1;382193886-2;382193886-3;382193886-4;316749813-1;316749813-2;316749814-1;316749814-2;37751512-1;37751512-2;305437711-5;305437711-6;29163413-11;570104696-1;570104696-2;570104694-1;570104694-2;299401454-1;570104693-1;570104693-2;570104691-1;570104691-2;570104687-1;570104687-2;299401451-3
Dejope Hall,B;,43.07775109,-89.41781852,295182976-5;295182976-6;295182976-7;295182976-8
Bradley Residence Hall,B;,43.07792006,-89.41642765,299177071-1;299177071-2;295182964-3;295182964-4;295182984-1;295182984-2;295182984-3;295182984-4;295182984-5;175334822-3;175334822-4;175334822-5;175334822-6;175334822-7;175334822-8;175334822-9;175334822-10;175334822-11;295182965-11;295182965-12;295182965-13;648766621-1;403186140-2;403186140-3;403186140-4;403186140-5;193601508-2;193601508-3;193601508-4;193601508-5;193601508-6;193601508-7;193601508-8;193601508-9;193601508-10;193601508-11;299177062-1;299177062-2;299177062-3;299177062-4;299177062-5;299177062-6;299177062-7;299177062-8;299177062-9;299177062-10;299177062-11;299177062-12;403186141-1;403186141-2;295182981-1;295182981-2;295182981-3;295182982-1;295182982-2;295182982-3;295182982-4;295182982-5;193599371-3;193599371-4;193599371-5;299177078-4;175334821-2;175334821-3;175334821-4;175334821-5;175334821-6;403186139-1;403186139-2;403186139-3
Jones House,B;,43.07798502,-89.4157136,382212462-4;175334822-3;175334822-4;175334822-5;175334822-6;175334822-7;175334822-8;193601508-1;193601508-2;299177062-1;299177062-2;299177062-3;295182981-1;295182981-2;295182981-3;295182982-1;295182982-2;295182982-3;295182982-4;295182982-5;193599371-2;193599371-3;193599371-4;193599371-5;193599371-6;299177078-2;299177078-3;299177078-4;299177066-1;299177066-2;175334821-3;175334821-4;175334821-5;175334821-6;403186139-1;403186139-2;403186139-4;403186139-5;403186139-6;403186139-7;706102464-1;706102464-2;706102464-3;706102463-1;706102463-2;38226227-6;38226227-7;38226227-8;295599888-54
Sullivan Hall,B;,43.07760341,-89.41551432,174311680-4;386114723-3;386114723-4;382212462-2;382212462-3;382212462-4;175334820-1;175334820-2;175334820-3;295182964-13;295182964-14;175334822-1;175334822-2;175334822-3;175334822-4;403186140-1;193601508-1;193601508-2;193601508-14;193601508-15;299177062-1;299177062-2;299177062-3;193599371-1;193599371-2;193599371-3;295182997-1;295182997-2;295182997-3;295182997-4;295182997-5;295182997-6;295182997-7;295182997-8;305490227-1;305490227-2;305490227-3;305490227-4;305490226-2;305490226-3;299177078-1;299177078-2;299177078-3;299177078-4;299177066-2;38226229-1;38226220-1
Swenson House,B;,43.07792572,-89.41529624,382212462-4;38226224-1;38226224-2;38226224-3;38226224-4;295182997-8;295182997-9;295182997-10;305490227-1;305490227-2;305490227-3;305490227-4;305490226-1;305490226-2;305490226-3;299177078-1;299177078-2;299177078-3;299177066-1;299177066-2;38226229-1;38226229-2;706102463-1;706102465-2;706102465-3;38226226-1;38226226-2;38226226-3;38226226-4;38226226-5;38226226-6;38226226-7;38226227-4;38226227-5;38226227-6;38226227-7;38226227-8;38226227-9;38226227-10
Chamberlin House,B;,43.0782492,-89.41540912,193599371-6;299177066-1;403186139-7;706102464-1;706102464-2;706102464-3;706102463-1;706102463-2;706102465-1;706102465-2;706102465-3;38226226-7;38226227-4;38226227-5;38226227-6;38226227-7;38226227-8;38226227-9;38226227-10;295599888-51;295599888-52;295599888-53;295599888-54
Holt Center,B;,43.07781585,-89.4144,38226224-2;38226224-3;38226224-4;38226224-5;38226224-6;38226224-7;38226224-8;295182997-9;295182997-10;305490226-1;38226220-2;38226226-1;38226226-2;38226226-3;38226226-4;38226226-5;299177074-1;299177074-2;299177074-3;265062338-1;265062338-2;265062338-3;265062338-4;265062338-5;265062338-6;265062338-7;265062338-8;265062338-9;265062338-10;265062338-11;265062338-12;265062340-1;265062340-2;265062340-3;265062340-4;265062339-1;265062339-2;265062339-3;265062339-4;265062339-5;299177087-1;299177087-2;299177087-3;299177087-4;299177087-5;299177069-2
Leopold Residence Hall,B;,43.07755207,-89.4140604,175334820-6;38226224-7;38226224-8;38226224-9;38226224-10;193571971-1;193571971-2;193571971-3;193571971-4;193571971-5;38226220-2;299177074-1;299177074-2;299177074-3;265062338-1;265062338-2;265062338-3;265062338-4;265062338-5;265062338-6;265062338-7;265062338-8;265062338-9;265062338-10;265062338-11;265062338-12;38226218-1;38226218-2;38226218-3;38226218-4;265062340-1;265062340-2;265062340-3;265062340-4;265062339-1;265062339-2;265062339-3;265062339-4;265062339-5;299177087-1;299177087-2;299177087-3;299177087-4;299177087-5;299177087-6;299177087-7;299177087-8;265062345-1;38226223-2;38226223-3;265062343-9
Allen D. Conover Hall,B;,43.07810978,-89.41461828,706102465-2;706102465-3;38226226-2;38226226-3;38226226-4;38226226-5;38226226-6;38226226-7;299177087-1;299177087-2;38226227-2;38226227-3;38226227-4;38226227-5;38226227-9;38226227-10;299177069-1;299177069-2;295599888-48;295599888-49;295599888-50;295599888-51;295599888-52
Grant Showerman Hall,B;,43.07809425,-89.41426563,299177074-1;299177074-2;265062338-9;265062338-10;265062338-11;265062338-12;38226218-5;265062340-1;265062340-2;265062340-3;265062340-4;265062339-1;265062339-2;265062339-3;265062339-4;265062339-5;299177087-1;299177087-2;299177087-3;299177087-4;299177087-5;299177087-6;299177087-7;38226227-1;38226227-2;299177069-1;299177069-2;265062341-1;299177063-1;299177063-2;299177063-3;295599888-46;295599888-47;295599888-48;295599888-49
Jorns Hall,B;,43.0777162,-89.41336682,38226218-2;38226218-3;38226218-4;38226218-5;299177087-6;299177087-7;299177087-8;299177087-9;299177087-10;265062345-1;265062345-2;38226223-1;38226223-2;38226223-3;299177065-1;265062342-1;265062342-2;265062342-3;265062342-4;265062342-5;265062344-1;265062343-3;265062343-4;265062343-5;265062343-6;265062343-7;265062343-8;265062343-9;299177059-1;299177059-2;299177081-2;299177081-3;299177081-4;299177081-5;299177081-6;299177063-1
Humphrey Hall,B;,43.07747266,-89.41297742,37659268-1;37659268-2;193571971-6;193571971-7;305437722-4;569791477-1;569791477-2;569791477-3;569791477-4;569791477-5;569791477-6;569791477-7;569791477-8;569791477-9;569791477-10;569791477-11;569791477-12;569791477-13;569791477-14;37965209-12;37965209-13;37965209-14;189598315-8;189598315-9;189598315-10;189598315-11;189598315-12;37965211-1;37965211-2;385379986-1;385379986-2;385379986-3;382211458-1;382211458-2;382211487-8;382211487-9;38226223-1;299177065-1;299177065-2;265062342-1;265062342-2;265062342-3;265062342-4;265062342-5;265062344-1;265062344-2;265062343-1;265062343-2;265062343-3;265062343-4;265062343-5;265062343-6;265062343-7;299177059-2;299177059-3;299177059-4;299177081-5;299177081-6;382211472-1;382211472-2;382211472-3;299177082-1;299177082-2;299177082-3;299177082-4;299177072-1;299177072-2;299177072-3;299177086-1;299177086-2;299177086-3;299177086-4;299177086-5;299177086-6;299177061-5;299177061-6;299177061-7;37965210-1;37965210-2;37965213-1
Mack Hall,B;,43.07798198,-89.41349704,265062338-12;38226218-2;38226218-3;38226218-4;38226218-5;299177087-3;299177087-4;299177087-5;299177087-6;299177087-7;299177087-8;299177087-9;299177087-10;38226227-1;265062345-1;265062345-2;38226223-2;38226223-3;265062342-5;265062343-7;265062343-8;265062343-9;299177059-1;299177059-2;299177081-1;299177081-2;299177081-3;299177081-4;299177081-5;299177081-6;265062341-1;265062341-2;265062341-3;265062341-4;299177063-1;299177063-2;299177063-3;299177063-4;299177063-5
Gilman Hall,B;,43.07803322,-89.41297602,189598315-12;189598315-13;265062342-2;265062342-3;265062342-4;265062342-5;265062344-1;265062344-2;265062343-1;265062343-2;265062343-3;265062343-4;265062343-5;265062343-6;265062343-7;299177059-2;299177059-3;299177059-4;299177081-1;299177081-2;299177081-3;299177081-4;299177081-5;299177081-6;299177082-1;299177086-10;303650310-3;303650310-4;303650310-5;303650310-6;303650310-7;265062341-2;265062341-3;265062341-4;265062341-5;299177063-6;299177063-7;299177063-8;299177063-9;299177063-10;299177063-11;221649985-1;37965214-1;37965214-2;37965214-3;37965214-4;37965214-5
Turner Hall,B;,43.07844154,-89.41319372,299177081-1;299177081-2;265062341-2;265062341-3;265062341-4;265062341-5;299177063-4;299177063-5;299177063-6;299177063-7;299177063-8;299177063-9;221649986-1;221649986-2;221649986-3;221649986-4;295599888-39;295599888-40;295599888-41;295599888-42;295599888-43;295599888-44;221649985-1;221649985-2;221649985-3;221649985-4
Porter Boathouse,B;,43.07824454,-89.41257579,564537444-1;564537444-2;303650310-1;303650310-2;303650310-3;303650310-4;303650310-5;303650310-6;265062341-4;265062341-5;299177063-6;299177063-7;299177063-8;299177063-9;299177063-10;299177063-11;221649986-1;221649986-2;295599888-37;295599888-38;295599888-39;295599888-40;295599888-41;221649985-1;221649985-2;221649985-3;221649985-4;221649988-1;221649988-2;221649988-3;37965214-1;37965214-2;37965214-3;37965214-4;37965214-5;37965214-6;37965214-7;37965214-8;37965214-9;37965214-10;37965214-11;37965214-12;37965214-13
Adams Residence Hall,B;,43.07789257,-89.41194121,299177086-8;299177086-9;564537444-1;564537444-2;564537444-3;564537444-4;564537444-5;564537444-6;564537444-7;303650310-1;303650310-2;385380003-3;299177068-1;299177068-2;37965210-3;37965210-4;37965210-5;37965210-6;299177070-1;299177070-2;299177083-1;299177083-2;299177083-3;299177083-4;299177083-5;299177073-1;299177073-2;299177073-3;221649988-1;382211482-3;382211482-4;382211482-5;382211482-6;37965214-5;37965214-6;37965214-7;37965214-8;37965214-9;37965214-10;37965214-11;37965214-12;37965214-13
Tripp Residence Hall,B;,43.07799871,-89.41103897,37965210-9;37965210-10;299177060-12;299177060-13;299177060-14;299177060-15;299177060-16;299177060-17;299177060-18;299177060-19;299177060-20;299177060-21;385380024-1;385380024-2;385380024-3;175334818-1;175334818-2;175334818-3;175334818-4;175334818-5;299177080-1;299177080-2;299177080-3;299177080-4;299177067-1;299177067-2;299177085-1;299177085-2;299177085-3;299177085-4;299177085-5;299177085-6;299177064-1;299177064-2;382211482-1;382211482-2;382211482-3;382211482-4;382211482-5;382211482-6;37965214-15;37965214-16;295042234-4;295042234-5;295042234-6;37222601-1
Brogden Psychology,B;,43.07253899,-89.40617747,N Charter & W Johnson (SB);295320020-13;295320020-14;295320020-15;295320020-16;295320020-17;295320020-18;295320020-19;305490230-1;305490230-2;295763920-1;295763925-1;295590024-3;295590024-4;294894111-12;175329719-1;175124221-10;175124221-11
Service Building,B;,43.07300701,-89.40650963,295320020-23;295320020-24;295320020-25;295320020-26;295320020-27;295320020-28;175329720-1;128992394-18;295590024-1;295590024-2;295590024-3;295590024-4;295590024-5;295590024-6;295590024-7;295590022-1;295590022-2;305435201-1;305435201-2;295590023-2;295590023-3;295590023-4;889979862-2;178374291-2;178374291-3;178374291-4;178374287-8
Chemistry Building,B;,43.07248206,-89.40490124,175329719-3;175329719-4;175124221-16
Thomas C. Chamberlin Hall,B;,43.07399222,-89.40554992,N Charter & University (NB);295601575-7;295601575-8;295601575-9;295601575-10;295601575-11;38855266-8
Sterling Hall,B;,43.07453874,-89.4055319,295601575-7;295601575-8;295601575-9;295601575-10;295601575-11;305489999-2;305489997-1;305489997-2;305489997-3;570705437-1;570705437-2;570705437-3;403185682-1;403185682-2;403185682-3;163537200-2;163537200-3
Grand Central Apartment Complex,B;,43.07243034,-89.4037023,355176343-1;355176343-2;355176343-3;175124221-20;175124221-21;453855890-1;453855890-2;453855890-3;139958474-1;139958474-2;139958474-3;6669344-1;6669344-2;6669344-3;175124216-6;175124216-7;175124216-8;175124216-9;175124216-10;175124216-11
Porchlight,B;,43.0724814,-89.40300139,139958474-1;139958474-2;6669344-3;6669344-4;175124216-3;175124216-5;175124216-6
X01,B;,43.07285147,-89.40286166,128992394-26;139958474-1;6669344-3;6669344-4;6669344-5;175124216-3;6735031-9
Grainger Hall,B;,43.07269703,-89.4014712,295763907-1;295763906-1;295763906-2;295763906-3;295763906-4;295763906-5;295763906-6;295763906-7;295763906-8;295763906-9;295763906-10;295763906-11;295763906-12;295763906-13;295763906-14;295763906-15;295763906-16;295763906-17;295763906-18;295763906-19;295763906-20
Lathrop Hall,B;,43.07370142,-89.40303086,39201362-5;295601577-6;295601577-7;295601577-8;295601577-9;295601577-10;295601577-11;295601577-12;295601577-13;295601577-14;295601577-15;295601577-16;295601577-17;295601577-18;295601577-19;305435210-1;305435210-2;305435209-1;305435209-2;305435209-3;305435209-4;305435209-5;305435212-1;305435212-2;305435211-1;305435211-2;305435206-1;305435206-2;305435207-1;305435207-2;175117524-1;175117524-2;412852926-1;412852926-2;412852926-3;412852926-4;412852926-5;412852926-6;412852926-7;412852926-8;305435208-1;305435208-2;295601574-1;295601574-2;38855266-23;38855266-24;295601573-1;295601573-2;295601573-3;295767802-5;295601560-5;295601560-6;39201345-15;39201345-16;39201345-17;39201345-18;39201345-19;39201345-20;39201345-21;39201345-22;39201345-23;39201345-24
Birge Hall,B;,43.07438809,-89.40368531,295601576-1;295601576-2;295601569-1;295601569-2;295601569-3;305435204-1;305435204-2;305435204-3;305435204-4;295601563-1;295601563-2;39201346-2;39201346-3;39201346-9;39201346-10;39201346-11;39201346-12;39201346-13;305435203-2;175117528-3;163537197-1;163537197-2;38855264-12;38855264-13;38855264-14;38855264-15;38855264-16;38855264-17;38855264-18;38855264-19;38855264-20;403182392-1;403182392-2
Barnard Hall,B;,43.07368475,-89.40217078,412852926-4;412852926-5;412852926-6;412852926-7;412852926-8;412852926-9;38855266-25;38855266-26;38855266-27;178374288-1;178374288-2;178374288-3;558887205-1;558887205-2;295601560-1;295601560-2;295601560-3;295601560-4;295601560-5;295601560-6;295601570-1;295601570-2;295601570-3;295601570-4;295601570-5;316748357-6;316748357-7;295601566-2;295601566-3
Chadbourne Residence Hall,B;,43.07377906,-89.40120153,University & N Park (WB);38855266-29;295601566-4;295601566-5;295601566-6;295601566-7;295601566-8;295601566-9;295601566-10;295601566-11;569805406-1;569805405-2;569805405-3;569805405-4;569805405-5;569805405-6;569805405-7;569805405-8;295601559-2;295601562-1;295601562-2;295601562-3;906699465-1;906699465-2;295601564-1;295601564-2;38855259-14;38855259-15;38855259-16;38855259-17
Law Building,B;,43.07453899,-89.40235073,295601568-4;295601570-7;295601570-8;295601570-9;295601570-10;175117517-1;175117517-2;175117517-3;175117517-4;305437712-1;305437712-2;39201345-9;39201345-10;39201345-11;295601578-5;295601578-6;295601578-7;295601578-8;295601578-9;38855389-6;38855390-1
Music Hall,B;,43.07461362,-89.40142173,39201345-5;39201345-6;295601578-1;295601578-2;295601578-3;569805405-9;569805404-1;569805404-2;569805404-3;305435214-1;305435214-2;38855389-1;38855389-2;38855389-3;38855389-4;38855389-5;295601558-1;295601558-2;295601558-3;295601558-4;295601558-5;295601558-6;295601558-7;295601558-8;295601558-9;305435215-1;305435215-2;305435215-3;305435215-4;305435215-5;305435215-6;305435216-1;305435216-2;38855392-2;38855392-3;38855392-4;38855392-5;175129199-1;175129199-2;175129199-3;305435213-1;305435213-2;305435213-3;305435213-4;305435213-5;305435213-6;305435213-7;305435213-8;305435213-9;175129198-1;175129198-2;368785304-3;368785304-4;368785304-5;368785304-6;368785304-7;368785302-4;368785302-5;368785298-2
Medical Sciences,B;,43.07478083,-89.40667987,Linden & N Charter (EB);39015625-2;39015625-3;39015625-4;39015625-5;39015625-6;39015625-7;6668763-20;323556064-2;323556064-3;597927177-1;597927177-2;295598112-1;295598114-1;295598114-2;295598114-3;305490000-1
Mark H Ingraham Hall,B;,43.07546675,-89.40545007,382191595-1;403185680-3;403185680-4;403185680-5;295768839-1;295768839-2;295768839-3;295768835-1;295768835-2;175129196-2;175129196-3;175129196-4;175129196-5;295768841-1;295768841-2;295768841-3;175129197-1;175129197-2;175129197-3;175129197-4;175129197-5;175129197-6;163537200-1;38855265-3;38855265-4;38855265-5;295768842-2;295768842-3;403182393-1;403182393-2;295768845-1;295768845-2;295768845-3;295768838-4;295768850-6;295768850-7;295768850-8;295768850-9
Van Vleck Hall,B;,43.07483898,-89.40515592,305489997-3;163537205-1;570705437-1;570705437-2;570705437-3;403185682-1;403185682-2;403185682-3;295768839-3;163537200-1;163537200-2;163537200-3;163537200-4;163537200-5;163537200-6;38855265-1;38855265-2;38855265-3;38855265-4;295768842-1;295768842-2;295768842-3;412587828-4;412587828-5;163537201-1
Bascom Hall,B;,43.07538467,-89.40425674,175328711-1;175328711-2;295599873-1;295599873-2;175133504-2;175133504-3;175133501-4;565219928-1;565219928-2;565219927-1;565219927-2;565219926-2;38855264-3;38855264-4;38855264-5;38855264-6;38855264-7;174360993-1;174360993-2;295599874-1;38855389-11;102926721-9
Carillon Tower,B;,43.0760999,-89.40504523,163537199-2;163537199-3;163537199-4;163537199-5;163537199-6;163537199-7;163537199-8;163537199-9;163537201-7;295768850-1;295768850-2;295768850-3;295768850-4;295768850-5;295768850-6;295598111-1;295598111-2;295598111-3;175133504-1;456466203-1;456466203-2;456466204-1;456466204-2;295768830-1;295768830-2;295768846-1;295768846-2;295768846-3;295768846-4;295768846-5;412587824-1;412587824-2;174361018-3;174361018-4;174361018-5;174361018-6;174361018-7;174361018-8;174361018-9;174361018-10;5322585-44;5322585-45;5322585-46;5322585-47;5322585-48;5322585-49
William H. Sewell Social Sciences Building,B;,43.07656756,-89.40530452,412587821-4;412587821-5;412587821-6;412587821-7;412587821-8;412587821-9;37749295-3;37749295-4;37749295-5;37749295-6;493759874-1;493759874-2;493759874-3;493759874-4;493759874-5;295768849-1;295768849-2;295768849-3;567534064-1;567534064-2;567534065-1;567534065-2;567534066-1;567534066-2;456466193-5;567534067-1;567534067-2;567534067-3;567534067-4;29163441-1;29163441-2;29163441-3;29163441-4;295768830-2;295768846-3;295768846-4;295768846-5;412587824-1;412587824-2
